Repository URL,Country code,CORE ID,OpenDOAR ID,ROAR ID,Software,Version
http://scholarship.law.edu,us,3583,,8370,digital commons,
http://animalstudiesrepository.org,us,3584,,8372,digital commons,
http://digitalcommons.bard.edu,us,3585,,8375,digital commons,
http://scholarlycommons.law.cwsl.edu,us,3586,,8376,digital commons,
http://encompass.eku.edu,us,3588,,8379,digital commons,
http://dc.engconfintl.org,us,3589,,8380,digital commons,
http://scholarship.law.gwu.edu,us,3590,,8383,digital commons,
http://scholarlycommons.law.hofstra.edu,us,3591,,8385,digital commons,
http://digitalcommons.hollins.edu,us,3592,,8386,digital commons,
http://www.repository.law.indiana.edu,us,3593,,8388,digital commons,
http://newprairiepress.org,us,3594,,8389,digital commons,
http://digitalcommons.kent.edu,us,3595,,8390,digital commons,
http://uir.unisa.ac.za,za,520,,3911,dspace, 5.5
https://orbi.ulg.ac.be,BE,521,1318,,dspace,
http://ddd.uab.cat,ES,522,1404,,invenio,
http://repository.nkfust.edu.tw,TW,523,2508,,na,na
